"location_iso3","year","age","sex_id","vaccine","observed_coverage","disease","impact_factor","target_fvps","target_deaths_averted","old_pop","new_pop","target_coverage","observed_fvps","observed_deaths_averted","location_name","region","income_group"
"TCD",2019,0,3,"MenA",0.699,"MenA",0.00144287593794081,489665.527654831,706.526607492246,611886,654457,0.748201222776792,457465.443,660.065880144133,"Chad","AFRO","Low income"
"TCD",2019,0,3,"YF",0.35,"YF",0.00244148505319012,194766.721505049,475.52003941342,611886,654457,0.297600486365107,229059.95,559.246444209476,"Chad","AFRO","Low income"
"TCD",2020,0,3,"BCG",0.6,"TB",0.000778788332460827,506495.25,394.45259114683,624162,675327,0.75,405196.2,315.562072917464,"Chad","AFRO","Low income"
"TCD",2020,0,3,"DTP3",0.52,"D",1.7311341617704e-05,337663.5,5.8454082003296,624162,675327,0.5,351170.04,6.07922452834278,"Chad","AFRO","Low income"
"TCD",2020,0,3,"DTP3",0.52,"P",0.00337017504057558,337663.5,1137.98509981339,624162,675327,0.5,351170.04,1183.50450380593,"Chad","AFRO","Low income"
"TCD",2020,0,3,"DTP3",0.52,"T",0.000149556607567363,337663.5,50.4998075593223,624162,675327,0.5,351170.04,52.5197998616952,"Chad","AFRO","Low income"
"TCD",2020,0,3,"HepB",0.52,"HepB",0.015663827539003,291133.4697,4560.26446021236,624162,675327,0.4311,351170.04,5500.66694342479,"Chad","AFRO","Low income"
"TCD",2020,0,3,"Hib3",0.52,"Hib",0.00849945950412806,291133.4697,2474.47713601144,624162,675327,0.4311,351170.04,2984.75553404303,"Chad","AFRO","Low income"
"TCD",2020,0,3,"MCV1",0.47,"Measles",0.0364682932072584,255948.933,9334.02073472893,624162,675327,0.379,317403.69,11575.1708319857,"Chad","AFRO","Low income"
"TCD",2020,0,3,"MenA",0.7457,"MenA",0.00144287593794081,505279.6614,729.05586536494,624162,675327,0.7482,503591.3439,726.619832668585,"Chad","AFRO","Low income"
"TCD",2020,0,3,"YF",0.35,"YF",0.00244148505319012,200977.3152,490.68311109108,624162,675327,0.2976,236364.45,577.080271780503,"Chad","AFRO","Low income"
"TCD",2021,0,3,"BCG",0.67,"TB",0.000778788332460827,518764.5,404.007739894875,635796,691686,0.75,463429.62,360.913580972755,"Chad","AFRO","Low income"
"TCD",2021,0,3,"DTP3",0.58,"D",1.7311341617704e-05,345843,5.9870063190916,635796,691686,0.5,401177.88,6.94492733014626,"Chad","AFRO","Low income"
"TCD",2021,0,3,"DTP3",0.58,"P",0.00337017504057558,345843,1165.55144655778,635796,691686,0.5,401177.88,1352.03967800703,"Chad","AFRO","Low income"
"TCD",2021,0,3,"DTP3",0.58,"T",0.000149556607567363,345843,51.7231058309195,635796,691686,0.5,401177.88,59.9988027638666,"Chad","AFRO","Low income"
"TCD",2021,0,3,"HepB",0.58,"HepB",0.015663827539003,298185.8346,4670.73148774807,635796,691686,0.4311,401177.88,6283.98112478284,"Chad","AFRO","Low income"
"TCD",2021,0,3,"Hib3",0.58,"Hib",0.00849945950412806,298185.8346,2534.41842588733,635796,691686,0.4311,401177.88,3409.79514501195,"Chad","AFRO","Low income"
"TCD",2021,0,3,"MCV1",0.55,"Measles",0.0364682932072584,262148.994,9560.12637717982,635796,691686,0.379,380427.3,13873.5343204457,"Chad","AFRO","Low income"
"TCD",2021,0,3,"MenA",0.8225,"MenA",0.00144287593794081,517519.4652,746.716383753076,635796,691686,0.7482,568911.735,820.869053243659,"Chad","AFRO","Low income"
"TCD",2021,0,3,"YF",0.45,"YF",0.00244148505319012,205845.7536,502.569330677056,635796,691686,0.2976,311258.7,759.933463725388,"Chad","AFRO","Low income"
"TGO",2019,0,3,"BCG",0.98,"TB",0.00135813492414985,251481.72,341.546106717274,249684,256614,0.98,251481.72,341.546106717274,"Togo","AFRO","Low income"
"TGO",2019,0,3,"DTP3",0.84,"D",6.83131371940992e-05,215555.76,14.7252902058583,249684,256614,0.84,215555.76,14.7252902058583,"Togo","AFRO","Low income"
"TGO",2019,0,3,"DTP3",0.84,"P",0.00577933802643732,215555.76,1245.7696005856,249684,256614,0.84,215555.76,1245.7696005856,"Togo","AFRO","Low income"
"TGO",2019,0,3,"DTP3",0.84,"T",0.000337629934111701,215555.76,72.7780770461976,249684,256614,0.84,215555.76,72.7780770461976,"Togo","AFRO","Low income"
"TGO",2019,0,3,"HepB",0.84,"HepB",0.0137283509341088,225948.627,3101.90204453605,249684,256614,0.8805,215555.76,2959.22511914853,"Togo","AFRO","Low income"
"TGO",2019,0,3,"Hib3",0.84,"Hib",0.00235738814724451,225948.627,532.648615175971,249684,256614,0.8805,215555.76,508.148593694282,"Togo","AFRO","Low income"
"TGO",2019,0,3,"MCV1",0.75,"Measles",0.026491679990579,221072.961,5856.59413738175,249684,256614,0.8615,192460.5,5098.60197682683,"Togo","AFRO","Low income"
"TGO",2019,0,3,"PCV3",0.83,"PCV",0.00233583367737024,231363.1824,540.425913153474,249684,256614,0.9016,212989.62,497.50832732629,"Togo","AFRO","Low income"
"TGO",2019,0,3,"Rota",0.8,"Rota",0.00102797954363137,233313.4488,239.841452620485,249684,256614,0.9092,205291.2,211.035154087536,"Togo","AFRO","Low income"
"TGO",2019,0,3,"Rubella",0.75,"Rubella",0.000598113695885451,191895.9492,114.775595401459,249684,256614,0.7478,192460.5,115.113260966962,"Togo","AFRO","Low income"
"TGO",2019,0,3,"YF",0.71,"YF",0.00472949219750597,225897.3042,1068.37953765153,249684,256614,0.8803,182195.94,861.694276647266,"Togo","AFRO","Low income"
"TGO",2020,0,3,"BCG",0.96,"TB",0.00135813492414985,254527.56,345.682768394646,253556,259722,0.98,249333.12,338.628018019245,"Togo","AFRO","Low income"
"TGO",2020,0,3,"DTP3",0.82,"D",6.83131371940992e-05,218166.48,14.9036366793937,253556,259722,0.84,212972.04,14.5487881870272,"Togo","AFRO","Low income"
"TGO",2020,0,3,"DTP3",0.82,"P",0.00577933802643732,218166.48,1260.85783395798,253556,259722,0.84,212972.04,1230.83740933993,"Togo","AFRO","Low income"
"TGO",2020,0,3,"DTP3",0.82,"T",0.000337629934111701,218166.48,73.6595342677817,253556,259722,0.84,212972.04,71.9057358328345,"Togo","AFRO","Low income"
"TGO",2020,0,3,"HepB",0.82,"HepB",0.0137283509341088,228685.221,3139.47096733223,253556,259722,0.8805,212972.04,2923.75490427306,"Togo","AFRO","Low income"
"TGO",2020,0,3,"Hib3",0.82,"Hib",0.00235738814724451,228685.221,539.099829435391,253556,259722,0.8805,212972.04,502.057762790484,"Togo","AFRO","Low income"
"TGO",2020,0,3,"MCV1",0.69,"Measles",0.026491679990579,223750.503,5927.52672320709,253556,259722,0.8615,179208.18,4747.52575625408,"Togo","AFRO","Low income"
"TGO",2020,0,3,"PCV3",0.82,"PCV",0.00233583367737024,234165.3552,546.971322749524,253556,259722,0.9016,212972.04,497.467263370242,"Togo","AFRO","Low income"
"TGO",2020,0,3,"Rota",0.78,"Rota",0.00102797954363137,236139.2424,242.746310635809,253556,259722,0.9092,202583.16,208.251344364201,"Togo","AFRO","Low income"
"TGO",2020,0,3,"Rubella",0.69,"Rubella",0.000598113695885451,194220.1116,116.165708764361,253556,259722,0.7478,179208.18,107.186866872705,"Togo","AFRO","Low income"
"TGO",2020,0,3,"YF",0.66,"YF",0.00472949219750597,228633.2766,1081.31929776992,253556,259722,0.8803,171416.52,810.713093863626,"Togo","AFRO","Low income"
"TGO",2020,9,3,"HPV",0,"HPV",0.0159328693006116,44705.3645768161,712.284730838603,216797,109376,0.408731024875805,0,0,"Togo","AFRO","Low income"
"TGO",2021,0,3,"BCG",0.98,"TB",0.00135813492414985,257310.76,349.46272951554,257510,262562,0.98,257310.76,349.46272951554,"Togo","AFRO","Low income"
"TGO",2021,0,3,"DTP3",0.83,"D",6.83131371940992e-05,220552.08,15.0666044994839,257510,262562,0.84,217926.46,14.8872401602044,"Togo","AFRO","Low income"
"TGO",2021,0,3,"DTP3",0.83,"P",0.00577933802643732,220552.08,1274.64502275385,257510,262562,0.84,217926.46,1259.47067724487,"Togo","AFRO","Low income"
"TGO",2021,0,3,"DTP3",0.83,"T",0.000337629934111701,220552.08,74.4649842385986,257510,262562,0.84,217926.46,73.5784963309962,"Togo","AFRO","Low income"
"TGO",2021,0,3,"HepB",0.83,"HepB",0.0137283509341088,231185.841,3173.80035624508,257510,262562,0.8805,217926.46,2991.77092070802,"Togo","AFRO","Low income"
"TGO",2021,0,3,"Hib3",0.83,"Hib",0.00235738814724451,231185.841,544.994761384154,257510,262562,0.8805,217926.46,513.737253774955,"Togo","AFRO","Low income"
"TGO",2021,0,3,"MCV1",0.7,"Measles",0.026491679990579,226197.163,5992.34285697284,257510,262562,0.8615,183793.4,4868.99593718048,"Togo","AFRO","Low income"
"TGO",2021,0,3,"PCV3",0.83,"PCV",0.00233583367737024,236725.8992,552.952327657113,257510,262562,0.9016,217926.46,509.039964458078,"Togo","AFRO","Low income"
"TGO",2021,0,3,"Rota",0.8,"Rota",0.00102797954363137,238721.3704,245.400685398847,257510,262562,0.9092,210049.6,215.926691947952,"Togo","AFRO","Low income"
"TGO",2021,0,3,"Rubella",0.7,"Rubella",0.000598113695885451,196343.8636,117.435953922225,257510,262562,0.7478,183793.4,109.929349753353,"Togo","AFRO","Low income"
"TGO",2021,0,3,"YF",0.66,"YF",0.00472949219750597,231133.3286,1093.14327419728,257510,262562,0.8803,173290.92,819.578054038631,"Togo","AFRO","Low income"
"TGO",2021,9,3,"HPV",0,"HPV",0.0159328693006116,45168.1747962719,719.658625576179,219950,110517,0.40869888611048,0,0,"Togo","AFRO","Low income"
"THA",2019,0,3,"BCG",0.99,"TB",0.000157610199670404,675671.04,106.49264752591,710556,682496,0.99,675671.04,106.49264752591,"Thailand","SEARO","Upper middle income"
"THA",2019,0,3,"DTP3",0.97,"D",4.47467760462566e-05,662021.12,29.623310794532,710556,682496,0.97,662021.12,29.623310794532,"Thailand","SEARO","Upper middle income"
"THA",2019,0,3,"DTP3",0.97,"P",0.00132823803560672,662021.12,879.321631958961,710556,682496,0.97,662021.12,879.321631958961,"Thailand","SEARO","Upper middle income"
"THA",2019,0,3,"DTP3",0.97,"T",0.000184904284360066,662021.12,122.410541424849,710556,682496,0.97,662021.12,122.410541424849,"Thailand","SEARO","Upper middle income"
"THA",2019,0,3,"HepB",0.97,"HepB",0.00873021322575319,663046.730270537,5788.53933390025,710556,682496,0.971502734478352,662021.12,5779.58553755194,"Thailand","SEARO","Upper middle income"
"THA",2019,0,3,"HepB_BD",0.99,"HepB",0.00200463367822237,675672.9418094,1354.47673461471,710556,682496,0.990002786550251,675671.04,1354.47292218353,"Thailand","SEARO","Upper middle income"
"THA",2019,0,3,"MCV1",0.96,"Measles",0.00492557639479677,656904.248981361,3235.63206242429,710556,682496,0.962502709146077,655196.16,3227.21873965749,"Thailand","SEARO","Upper middle income"
"THA",2019,0,3,"Rubella",0.96,"Rubella",0.000802745208406277,657040.748565565,527.436312638681,710556,682496,0.962702709709017,655196.16,525.955578006192,"Thailand","SEARO","Upper middle income"
"THA",2019,2,3,"MCV2",0.87,"Measles",0.000669658857922753,625938.221453009,419.165074508422,730188,719054,0.870502384317464,625576.98,418.923165969565,"Thailand","SEARO","Upper middle income"
"THA",2020,0,3,"BCG",0.99,"TB",0.000157610199670404,657518.4,103.631606310965,701390,664160,0.99,657518.4,103.631606310965,"Thailand","SEARO","Upper middle income"
"THA",2020,0,3,"DTP3",0.97,"D",4.47467760462566e-05,644235.2,28.8274482155153,701390,664160,0.97,644235.2,28.8274482155153,"Thailand","SEARO","Upper middle income"
"THA",2020,0,3,"DTP3",0.97,"P",0.00132823803560672,644235.2,855.697696516703,701390,664160,0.97,644235.2,855.697696516702,"Thailand","SEARO","Upper middle income"
"THA",2020,0,3,"DTP3",0.97,"T",0.000184904284360066,644235.2,119.121848615564,701390,664160,0.97,644235.2,119.121848615564,"Thailand","SEARO","Upper middle income"
"THA",2020,0,3,"HepB",0.97,"HepB",0.00873021322575319,645231.44,5633.00805115978,701390,664160,0.9715,644235.2,5624.31066353575,"Thailand","SEARO","Upper middle income"
"THA",2020,0,3,"HepB_BD",0.99,"HepB",0.00200463367822237,657518.4,1318.08352869089,701390,664160,0.99,657518.4,1318.08352869089,"Thailand","SEARO","Upper middle income"
"THA",2020,0,3,"MCV1",0.96,"Measles",0.00492557639479677,639254,3148.69441267941,701390,664160,0.9625,637593.6,3140.51598563349,"Thailand","SEARO","Upper middle income"
"THA",2020,0,3,"Rubella",0.96,"Rubella",0.000802745208406277,639386.832,513.264715706069,701390,664160,0.9627,637593.6,511.825207310508,"Thailand","SEARO","Upper middle income"
"THA",2020,2,3,"MCV2",0.87,"Measles",0.000669658857922753,610862.0585,409.069188443452,718811,701737,0.8705,610511.19,408.834226244461,"Thailand","SEARO","Upper middle income"
"THA",2020,11,3,"HPV",0,"HPV",0.00738828681342641,154011.384212157,1137.88027909223,813132,396844,0.388090494532253,0,0,"Thailand","SEARO","Upper middle income"
"THA",2021,0,3,"BCG",0.99,"TB",0.000157610199670404,645963.12,101.810376322917,690071,652488,0.99,645963.12,101.810376322917,"Thailand","SEARO","Upper middle income"
"THA",2021,0,3,"DTP3",0.97,"D",4.47467760462566e-05,632913.36,28.3208323766038,690071,652488,0.97,632913.36,28.3208323766038,"Thailand","SEARO","Upper middle income"
"THA",2021,0,3,"DTP3",0.97,"P",0.00132823803560672,632913.36,840.659597995649,690071,652488,0.97,632913.36,840.659597995649,"Thailand","SEARO","Upper middle income"
"THA",2021,0,3,"DTP3",0.97,"T",0.000184904284360066,632913.36,117.028391892725,690071,652488,0.97,632913.36,117.028391892725,"Thailand","SEARO","Upper middle income"
"THA",2021,0,3,"HepB",0.97,"HepB",0.00873021322575319,633892.092,5534.01312527876,690071,652488,0.9715,632913.36,5525.46858622789,"Thailand","SEARO","Upper middle income"
"THA",2021,0,3,"HepB_BD",0.99,"HepB",0.00200463367822237,645963.12,1294.9194252416,690071,652488,0.99,645963.12,1294.9194252416,"Thailand","SEARO","Upper middle income"
"THA",2021,0,3,"MCV1",0.96,"Measles",0.00492557639479677,628019.7,3093.35900978735,690071,652488,0.9625,626388.48,3085.32431106063,"Thailand","SEARO","Upper middle income"
"THA",2021,0,3,"Rubella",0.96,"Rubella",0.000802745208406277,628150.1976,504.244561282856,690071,652488,0.9627,626388.48,502.830350920891,"Thailand","SEARO","Upper middle income"
"THA",2021,2,3,"MCV2",0.87,"Measles",0.000669658857922753,593529.533,397.462309212205,709966,681826,0.8705,593188.62,397.234013801974,"Thailand","SEARO","Upper middle income"
"THA",2021,11,3,"HPV",0,"HPV",0.00738828681342641,122824.036725554,907.459210911212,801247,395357,0.310666149140028,0,0,"Thailand","SEARO","Upper middle income"
"TJK",2019,0,3,"BCG",0.98,"TB",0.0003745385116916,250254.76,93.7300453541386,272833,255362,0.98,250254.76,93.7300453541386,"Tajikistan","EURO","Low income"
"TJK",2019,0,3,"DTP3",0.97,"D",8.67729098119941e-05,247701.14,21.4937486815481,272833,255362,0.97,247701.14,21.4937486815481,"Tajikistan","EURO","Low income"
"TJK",2019,0,3,"DTP3",0.97,"P",0.00257793822499966,247701.14,638.558237181992,272833,255362,0.97,247701.14,638.558237181992,"Tajikistan","EURO","Low income"
"TJK",2019,0,3,"DTP3",0.97,"T",0.000260099889803032,247701.14,64.4270392180854,272833,255362,0.97,247701.14,64.4270392180854,"Tajikistan","EURO","Low income"
"TJK",2019,0,3,"HepB",0.97,"HepB",0.00416149068872413,245964.6784,1023.57971891663,272833,255362,0.9632,247701.14,1030.80598769635,"Tajikistan","EURO","Low income"
"TJK",2019,0,3,"HepB_BD",0.99,"HepB",0.00250149207537175,252808.38,632.39815915757,272833,255362,0.99,252808.38,632.39815915757,"Tajikistan","EURO","Low income"
"TJK",2019,0,3,"Hib3",0.97,"Hib",0.00244612032334876,245147.52,599.660330890547,272833,255362,0.96,247701.14,605.906792670657,"Tajikistan","EURO","Low income"
"TJK",2019,0,3,"MCV1",0.98,"Measles",0.0049251902666293,250510.122,1233.81001456652,272833,255362,0.981,250254.76,1232.55230812965,"Tajikistan","EURO","Low income"
"TJK",2019,0,3,"Rota",0.97,"Rota",0.000659208314047901,246245.5766,162.327131392239,272833,255362,0.9643,247701.14,163.286650887143,"Tajikistan","EURO","Low income"
"TJK",2019,0,3,"Rubella",0.98,"Rubella",0.000350381936555829,250407.9772,87.7384319803639,272833,255362,0.9806,250254.76,87.6847474411142,"Tajikistan","EURO","Low income"
"TJK",2019,2,3,"MCV2",0.97,"Measles",0.000575660282091652,247602.8126,142.535104948002,271315,254683,0.9722,247042.51,142.21256099523,"Tajikistan","EURO","Low income"
"TJK",2020,0,3,"BCG",0.98,"TB",0.0003745385116916,252344.12,94.5125911389265,270797,257494,0.98,252344.12,94.5125911389265,"Tajikistan","EURO","Low income"
"TJK",2020,0,3,"DTP3",0.97,"D",8.67729098119941e-05,249769.18,21.6731985299557,270797,257494,0.97,249769.18,21.6731985299557,"Tajikistan","EURO","Low income"
"TJK",2020,0,3,"DTP3",0.97,"P",0.00257793822499966,249769.18,643.889516548821,270797,257494,0.97,249769.18,643.889516548821,"Tajikistan","EURO","Low income"
"TJK",2020,0,3,"DTP3",0.97,"T",0.000260099889803032,249769.18,64.9649361941937,270797,257494,0.97,249769.18,64.9649361941937,"Tajikistan","EURO","Low income"
"TJK",2020,0,3,"HepB",0.97,"HepB",0.00416149068872413,248018.2208,1032.12551649313,270797,257494,0.9632,249769.18,1039.41211690026,"Tajikistan","EURO","Low income"
"TJK",2020,0,3,"HepB_BD",0.99,"HepB",0.00250149207537175,254919.06,637.678008451216,270797,257494,0.99,254919.06,637.678008451216,"Tajikistan","EURO","Low income"
"TJK",2020,0,3,"Hib3",0.97,"Hib",0.00244612032334876,247194.24,604.666854278751,270797,257494,0.96,249769.18,610.965467344155,"Tajikistan","EURO","Low income"
"TJK",2020,0,3,"MCV1",0.98,"Measles",0.0049251902666293,252601.614,1244.11101060765,270797,257494,0.981,252344.12,1242.84280366514,"Tajikistan","EURO","Low income"
"TJK",2020,0,3,"Rota",0.95,"Rota",0.000659208314047901,248301.4642,163.682389590907,270797,257494,0.9643,244619.3,161.255076336578,"Tajikistan","EURO","Low income"
"TJK",2020,0,3,"Rubella",0.98,"Rubella",0.000350381936555829,252498.6164,88.4709541918994,270797,257494,0.9806,252344.12,88.4168214440765,"Tajikistan","EURO","Low income"
"TJK",2020,2,3,"MCV2",0.97,"Measles",0.000575660282091652,242751.5346,139.742416886017,273700,249693,0.9722,242202.21,139.426192531822,"Tajikistan","EURO","Low income"
"TJK",2021,0,3,"BCG",0.98,"TB",0.0003745385116916,251293.56,94.1191159600838,267241,256422,0.98,251293.56,94.1191159600838,"Tajikistan","EURO","Low income"
"TJK",2021,0,3,"DTP3",0.97,"D",8.67729098119941e-05,248729.34,21.5829685874168,267241,256422,0.97,248729.34,21.5829685874168,"Tajikistan","EURO","Low income"
"TJK",2021,0,3,"DTP3",0.97,"P",0.00257793822499966,248729.34,641.208873264937,267241,256422,0.97,248729.34,641.208873264937,"Tajikistan","EURO","Low income"
"TJK",2021,0,3,"DTP3",0.97,"T",0.000260099889803032,248729.34,64.6944739247809,267241,256422,0.97,248729.34,64.6944739247809,"Tajikistan","EURO","Low income"
"TJK",2021,0,3,"HepB",0.97,"HepB",0.00416149068872413,246985.6704,1027.82856761789,267241,256422,0.9632,248729.34,1035.0848324225,"Tajikistan","EURO","Low income"
"TJK",2021,0,3,"HepB_BD",0.99,"HepB",0.00250149207537175,253857.78,635.023224941465,267241,256422,0.99,253857.78,635.023224941465,"Tajikistan","EURO","Low income"
"TJK",2021,0,3,"Hib3",0.97,"Hib",0.00244612032334876,246165.12,602.149502931586,267241,256422,0.96,248729.34,608.421893587124,"Tajikistan","EURO","Low income"
"TJK",2021,0,3,"MCV1",0.97,"Measles",0.0049251902666293,251549.982,1238.93152291718,267241,256422,0.981,248729.34,1225.03932439313,"Tajikistan","EURO","Low income"
"TJK",2021,0,3,"Rota",0.97,"Rota",0.000659208314047901,247267.7346,163.00094644411,267241,256422,0.9643,248729.34,163.964448875647,"Tajikistan","EURO","Low income"
"TJK",2021,0,3,"Rubella",0.97,"Rubella",0.000350381936555829,251447.4132,88.1026315789697,267241,256422,0.9806,248729.34,87.1502678274532,"Tajikistan","EURO","Low income"
"TJK",2021,2,3,"MCV2",0.96,"Measles",0.000575660282091652,246488.6714,141.893738110521,273616,253537,0.9722,243395.52,140.113133703044,"Tajikistan","EURO","Low income"
"TKM",2019,0,3,"BCG",0.98,"TB",0.000532972520680485,137367.58,73.2131453723782,121885,140171,0.98,137367.58,73.2131453723782,"Turkmenistan","EURO","Upper middle income"
"TKM",2019,0,3,"DTP3",0.99,"D",8.91873295903287e-05,138769.29,12.3764624042459,121885,140171,0.99,138769.29,12.3764624042459,"Turkmenistan","EURO","Upper middle income"
"TKM",2019,0,3,"DTP3",0.99,"P",0.00329481121943489,138769.29,457.218613605014,121885,140171,0.99,138769.29,457.218613605014,"Turkmenistan","EURO","Upper middle income"
"TKM",2019,0,3,"DTP3",0.99,"T",0.000289697246234619,138769.29,40.2010811749333,121885,140171,0.99,138769.29,40.2010811749333,"Turkmenistan","EURO","Upper middle income"
"TKM",2019,0,3,"HepB",0.99,"HepB",0.0060656775483333,138769.29,841.729766751153,121885,140171,0.99,138769.29,841.729766751153,"Turkmenistan","EURO","Upper middle income"
"TKM",2019,0,3,"HepB_BD",0.99,"HepB",0.00236664145641367,138769.29,328.417154591091,121885,140171,0.99,138769.29,328.417154591091,"Turkmenistan","EURO","Upper middle income"
"TKM",2019,0,3,"Hib3",0.99,"Hib",0.00186042801332597,138769.29,258.170274505355,121885,140171,0.99,138769.29,258.170274505355,"Turkmenistan","EURO","Upper middle income"
"TKM",2019,0,3,"MCV1",0.99,"Measles",0.0249679474097102,138769.29,3464.78433480282,121885,140171,0.99,138769.29,3464.78433480282,"Turkmenistan","EURO","Upper middle income"
"TKM",2019,0,3,"Rubella",0.99,"Rubella",0.00023621376511866,138769.29,32.7792164737432,121885,140171,0.99,138769.29,32.7792164737432,"Turkmenistan","EURO","Upper middle income"
"TKM",2019,2,3,"MCV2",0.99,"Measles",0.00231865575310116,141514.56,328.123548691579,137109,142944,0.99,141514.56,328.123548691579,"Turkmenistan","EURO","Upper middle income"
"TKM",2020,0,3,"BCG",0.98,"TB",0.000532972520680485,134883.28,71.8890817392517,114786,137636,0.98,134883.28,71.8890817392517,"Turkmenistan","EURO","Upper middle income"
"TKM",2020,0,3,"DTP3",0.98,"D",8.91873295903287e-05,136259.64,12.1526334225395,114786,137636,0.99,134883.28,12.0298795495846,"Turkmenistan","EURO","Upper middle income"
"TKM",2020,0,3,"DTP3",0.98,"P",0.00329481121943489,136259.64,448.949790628159,114786,137636,0.99,134883.28,444.414944258178,"Turkmenistan","EURO","Upper middle income"
"TKM",2020,0,3,"DTP3",0.98,"T",0.000289697246234619,136259.64,39.4740424809205,114786,137636,0.99,134883.28,39.0753147790931,"Turkmenistan","EURO","Upper middle income"
"TKM",2020,0,3,"HepB",0.99,"HepB",0.0060656775483333,136259.64,826.507039091978,114786,137636,0.99,136259.64,826.507039091978,"Turkmenistan","EURO","Upper middle income"
"TKM",2020,0,3,"HepB_BD",0.99,"HepB",0.00236664145641367,136259.64,322.477712860002,114786,137636,0.99,136259.64,322.477712860002,"Turkmenistan","EURO","Upper middle income"
"TKM",2020,0,3,"Hib3",0.99,"Hib",0.00186042801332597,136259.64,253.501251341712,114786,137636,0.99,136259.64,253.501251341712,"Turkmenistan","EURO","Upper middle income"
"TKM",2020,0,3,"MCV1",0.98,"Measles",0.0249679474097102,136259.64,3402.12352558604,114786,137636,0.99,134883.28,3367.75864148922,"Turkmenistan","EURO","Upper middle income"
"TKM",2020,0,3,"Rubella",0.98,"Rubella",0.00023621376511866,136259.64,32.1864025981132,114786,137636,0.99,134883.28,31.8612874203545,"Turkmenistan","EURO","Upper middle income"
"TKM",2020,2,3,"MCV2",0.99,"Measles",0.00231865575310116,139498.92,323.449973409399,135613,140908,0.99,139498.92,323.449973409399,"Turkmenistan","EURO","Upper middle income"
"TKM",2020,11,3,"HPV",0.99,"HPV",0.00771554248183579,26145.9029997592,201.7298253206,107992,55745,0.469026872360916,55187.55,425.801886493437,"Turkmenistan","EURO","Upper middle income"
"TKM",2021,0,3,"BCG",0.98,"TB",0.000532972520680485,132451.9,70.5932230119195,112960,135155,0.98,132451.9,70.5932230119195,"Turkmenistan","EURO","Upper middle income"
"TKM",2021,0,3,"DTP3",0.97,"D",8.91873295903287e-05,133803.45,11.9335723954731,112960,135155,0.99,131100.35,11.6924901248574,"Turkmenistan","EURO","Upper middle income"
"TKM",2021,0,3,"DTP3",0.97,"P",0.00329481121943489,133803.45,440.857108259095,112960,135155,0.99,131100.35,431.950904051841,"Turkmenistan","EURO","Upper middle income"
"TKM",2021,0,3,"DTP3",0.97,"T",0.000289697246234619,133803.45,38.7624910016915,112960,135155,0.99,131100.35,37.9794103753947,"Turkmenistan","EURO","Upper middle income"
"TKM",2021,0,3,"HepB",0.97,"HepB",0.0060656775483333,133803.45,811.608582554537,112960,135155,0.99,131100.35,795.212449573638,"Turkmenistan","EURO","Upper middle income"
"TKM",2021,0,3,"HepB_BD",0.99,"HepB",0.00236664145641367,133803.45,316.664791781174,112960,135155,0.99,133803.45,316.664791781174,"Turkmenistan","EURO","Upper middle income"
"TKM",2021,0,3,"Hib3",0.97,"Hib",0.00186042801332597,133803.45,248.931686659661,112960,135155,0.99,131100.35,243.902763696839,"Turkmenistan","EURO","Upper middle income"
"TKM",2021,0,3,"MCV1",0.97,"Measles",0.0249679474097102,133803.45,3340.79750283779,112960,135155,0.99,131100.35,3273.3066441946,"Turkmenistan","EURO","Upper middle income"
"TKM",2021,0,3,"Rubella",0.97,"Rubella",0.00023621376511866,133803.45,31.6062167103664,112960,135155,0.99,131100.35,30.9677072818741,"Turkmenistan","EURO","Upper middle income"
"TKM",2021,2,3,"MCV2",0.98,"Measles",0.00231865575310116,137217.96,318.161212382805,127889,138604,0.99,135831.92,314.947462762777,"Turkmenistan","EURO","Upper middle income"
"TKM",2021,11,3,"HPV",0.99,"HPV",0.00771554248183579,27462.3188616827,211.886687827033,116681,58578,0.468816259716663,57992.22,447.441437025967,"Turkmenistan","EURO","Upper middle income"
"TLS",2019,0,3,"BCG",0.95,"TB",0.00113829724164974,30101.7,34.264682078968,38809,31686,0.95,30101.7,34.264682078968,"Timor-Leste","SEARO","Lower middle income"
"TLS",2019,0,3,"DTP3",0.9,"D",0.000211134211501541,26299.38,5.5526988592794,38809,31686,0.83,28517.4,6.02099876307405,"Timor-Leste","SEARO","Lower middle income"
"TLS",2019,0,3,"DTP3",0.9,"P",0.00538626490325795,26299.38,141.655427471444,38809,31686,0.83,28517.4,153.602270752168,"Timor-Leste","SEARO","Lower middle income"
"TLS",2019,0,3,"DTP3",0.9,"T",0.000562112400324929,26299.38,14.7832076188574,38809,31686,0.83,28517.4,16.0299841650261,"Timor-Leste","SEARO","Lower middle income"
"TLS",2019,0,3,"HepB",0.9,"HepB",0.0154555701929831,26369.0892,407.549309055633,38809,31686,0.8322,28517.4,440.752677421376,"Timor-Leste","SEARO","Lower middle income"
"TLS",2019,0,3,"HepB_BD",0.7,"HepB",0.00201447886908579,22338.63,45.0006980993259,38809,31686,0.705,22180.2,44.6815442120966,"Timor-Leste","SEARO","Lower middle income"
"TLS",2019,0,3,"Hib3",0.9,"Hib",0.00370697195350685,26394.438,97.8434413945754,38809,31686,0.833,28517.4,105.713201986936,"Timor-Leste","SEARO","Lower middle income"
